-0.22,+0.03,-1.05
-0.23,+0.05,-0.92
-0.27,-0.05,-0.89
-0.33,-0.11,-1.09
-0.17,+0.22,-0.95
+0.42,+0.73,-1.11
-0.75,+0.59,-0.50
-0.27,+0.08,-0.39
-0.22,-0.33,-1.78
-0.72,+0.80,-1.05
-0.44,-0.23,-0.39
-0.22,-0.25,-1.50
-0.48,+0.70,-1.06
+0.03,-0.25,-0.45
-0.14,-0.39,-0.86
-1.02,+0.53,-1.09
-0.16,-0.12,-0.92
-0.16,-0.12,-1.00
