-0.97,-0.23,+1.21,0.117361615
-0.59,+0.09,+1.45,0.076148854
+0.47,+0.20,-0.03,0.105804687
+1.34,+0.61,-1.50,0.105773647
-0.10,-0.20,+0.15,0.081493489
-0.88,-0.08,+1.67,0.14459276
-0.13,-0.22,+0.27,0.052160261
+1.36,-0.46,-1.87,0.197815208
-0.56,-1.45,+0.30,0.019731458
-0.57,+0.18,+1.49,0.07662099
+0.56,-0.11,-0.43,0.094191768
+1.08,+0.68,-1.57,0.097007815
-0.82,-0.37,+1.32,0.097211354
-0.30,+0.14,+0.61,0.125767447
+1.13,-0.60,-1.51,0.119695521
-0.38,-1.50,+0.06,0.101246095
-0.19,+0.68,+1.78,0.092829166
+0.71,-0.49,-1.11,0.100343229
+0.51,+0.74,-1.22,0.098964636
-0.70,+1.00,+1.75,0.091550468
+0.19,-0.19,-0.30,0.100261979
+0.76,+0.77,-1.61,0.098114323
-0.74,+0.62,+1.92,0.101380365
-0.06,+0.44,+0.58,0.103195052
+1.07,-0.47,-1.87,0.182363697
-0.80,-1.54,+0.64,0.151034116
-0.55,+0.24,+1.33,0.260371458
+0.88,-0.77,-1.31,0.013660573
+0.04,-1.03,-0.54,0.025891667
-0.44,+0.77,+1.65,0.005812395
+0.42,-0.53,-0.45,0.20185401
+0.56,+1.29,-1.21,0.005975626
-0.58,+1.42,+1.72,0.105894739
-0.01,+0.32,+0.17,0.083898228
+0.98,-0.66,-1.77,0.282104689
-0.73,-1.12,+0.65,0.032586039
-0.41,+0.55,+1.09,0.005613802
+0.73,-0.85,-1.24,0.154235314
+0.27,+0.58,-0.57,0.03199349
-0.64,+0.78,+1.60,0.058525989
+0.33,-0.24,-0.34,0.097112552
+0.91,+0.67,-1.68,0.19773901
-0.66,+0.82,+1.88,0.058862293
-0.11,+0.26,+0.85,0.086614791
+1.24,-1.00,-1.72,0.061819636
-0.57,-2.18,-0.01,0.276137083
-0.51,+0.26,+1.45,0.018718437
+0.83,-0.64,-0.99,0.079247657
+0.25,+0.94,-0.91,0.093455624
-0.83,+0.85,+1.88,0.050320573
+0.16,-0.05,+0.01,0.115198855
+1.09,+0.33,-1.87,0.08615526
-0.63,+0.02,+1.36,0.153339271
-0.20,+0.36,+0.80,0.157668021
+0.86,-0.96,-1.72,0.005134895
-0.63,-1.82,-0.07,0.072904792
-0.44,+0.61,+1.57,0.138750781
+0.67,-0.72,-1.01,0.111128333
+0.31,+1.06,-0.93,0.040661616
-0.45,+1.26,+1.82,0.274601822
+0.28,-0.24,-0.28,0.009146719
+0.74,+0.59,-1.70,0.020235156
-0.81,-0.34,+1.71,0.086037552
-0.25,-0.04,+0.69,0.14166901
+0.85,-0.99,-2.04,0.151478854
-0.43,-0.86,-0.12,0.051176302
-0.63,+0.70,+1.79,0.092851198
-0.04,-0.29,+0.02,0.140643333
+1.20,+0.07,-1.55,0.068229375
