+0.42,+0.04,-0.33,0.018492864
+0.02,+0.03,+0.10,0.085770574
-0.42,-0.06,+0.54,0.231694166
-0.83,-0.14,+1.00,0.021640261
-0.89,-0.05,+1.15,0.121732968
-0.62,-0.07,+0.75,0.053805626
+0.03,+0.13,-0.04,0.152378124
+0.70,+0.10,-0.75,0.040594375
+0.88,-0.01,-1.01,0.11189474
+0.94,+0.63,-0.95,0.175424115
+0.71,+0.03,-0.53,0.062442915
+0.13,-0.07,-0.14,0.046155209
-0.03,-0.09,+0.04,0.093708906
-0.22,-0.02,+0.31,0.140004271
-0.63,-0.16,+0.78,0.05905526
-0.98,-0.22,+1.11,0.143668958
-0.88,-0.15,+1.02,0.054041615
-0.29,-0.13,+0.41,0.14934
+0.39,+0.05,-0.42,0.051476876
+0.76,+0.15,-0.68,0.131505937
+0.97,+0.10,-0.92,0.092980313
+0.84,+0.03,-0.80,0.096675156
+0.74,+0.16,-0.64,0.114512969
+0.13,+0.11,-0.10,0.084831979
-0.20,-0.08,+0.29,0.149478436
-0.65,-0.28,+0.74,0.043844375
-0.78,+0.04,+0.99,0.1030475
-0.80,-0.18,+0.91,0.09747901
-0.62,-0.28,+0.61,0.138223959
-0.19,-0.04,+0.16,0.052173073
+0.38,+0.05,-0.33,0.09822427
+0.80,+0.08,-0.65,0.113099219
+0.81,+0.19,-0.77,0.089238177
+0.83,+0.30,-0.62,0.103000156
+0.76,+0.16,-0.68,0.15554172
+0.53,+0.22,-0.38,0.120853125
+0.14,-0.05,-0.04,0.027733906
-0.37,-0.11,+0.44,0.117968959
-0.70,-0.10,+0.79,0.098304062
-0.83,-0.14,+0.95,0.101103542
-0.80,-0.08,+0.87,0.108057708
-0.44,-0.05,+0.42,0.124915938
+0.24,+0.08,-0.18,0.064286145
+0.61,+0.21,-0.51,0.099025677
+0.72,+0.06,-0.62,0.090838073
+0.94,+0.04,-0.84,0.099652917
+1.06,+0.10,-0.96,0.099019479
+0.52,+0.07,-0.36,0.095221771
+0.03,-0.09,+0.05,0.105922656
-0.43,-0.26,+0.44,0.174449896
-0.72,-0.28,+0.86,0.038920677
-0.84,-0.13,+0.99,0.06991375
-0.76,-0.14,+0.86,0.105320677
-0.40,-0.10,+0.44,0.232307915
+0.18,-0.08,-0.15,0.018858698
+0.59,+0.06,-0.53,0.08060974
+0.80,+0.09,-0.76,0.147233803
+0.77,+0.35,-0.69,0.100457135
+0.76,+0.28,-0.75,0.052125521
+0.52,+0.22,-0.41,0.094747865
+0.22,-0.08,-0.15,0.101179687
-0.24,-0.13,+0.32,0.093008698
-0.59,-0.28,+0.71,0.098194479
-0.77,-0.25,+0.91,0.098251667
-0.80,-0.08,+0.84,0.101240156
-0.49,-0.07,+0.56,0.100389791
-0.05,+0.04,+0.14,0.136303751
+0.46,+0.07,-0.30,0.098768437
+0.70,+0.29,-0.49,0.044728021
+0.88,+0.10,-0.62,0.101010156
+0.85,-0.13,-0.78,0.098144635
+0.60,+0.15,-0.60,0.16606047
+0.28,+0.13,-0.04,0.122712343
-0.11,-0.03,+0.18,0.095472603
-0.51,-0.20,+0.50,0.047970938
-0.83,-0.02,+0.74,0.145911146
-0.90,+0.06,+0.73,0.049219792
-0.76,+0.01,+0.61,0.096661822
-0.55,+0.06,+0.35,0.104989688
-0.22,+0.25,-0.01,0.097283073
+0.26,+0.32,-0.58,0.098276874
+0.49,+0.29,-0.88,0.102378802
+0.71,+0.44,-0.99,0.117144739
+0.79,+0.57,-0.93,0.102600937
+0.54,+0.43,-0.65,0.068228125
+0.11,+0.09,-0.35,0.206838386
-0.16,-0.11,-0.13,0.030060468
-0.40,-0.05,+0.37,0.049826303
-0.81,-0.23,+0.74,0.11536302
-0.76,-0.42,+0.75,0.104387709
-0.53,-0.29,+0.58,0.135042241
-0.01,-0.41,+0.06,0.08291125
+0.51,-0.27,-0.36,0.096902968
+0.89,-0.13,-0.69,0.148948593
+0.87,-0.04,-0.88,0.049407239
+0.68,-0.22,-0.61,0.093557605
+0.80,-0.04,-0.58,0.154473593
+0.40,+0.03,-0.11,0.063802084
+0.17,-0.08,-0.05,0.079059844
-0.16,+0.00,+0.30,0.191390208
-0.61,-0.08,+0.86,0.061475677
-0.83,-0.18,+1.11,0.083513646
-0.77,-0.17,+0.97,0.097060104
-0.19,-0.25,+0.41,0.138715781
+0.61,-0.18,-0.15,0.017092395
+0.94,-0.01,-0.77,0.114410261
+1.14,+0.27,-0.87,0.07884875
+0.89,+0.25,-0.77,0.103824739
+0.53,+0.05,-0.46,0.114800365
+0.15,+0.05,-0.04,0.137632292
-0.10,+0.08,+0.17,0.12742875
-0.47,-0.02,+0.59,0.096569739
-0.79,-0.01,+0.95,0.046294792
-0.88,-0.09,+1.05,0.096968541
-0.65,-0.14,+0.79,0.147587605
-0.12,-0.19,+0.20,0.068091042
+0.44,+0.04,-0.45,0.084469843
+0.72,+0.20,-0.61,0.096932448
+0.93,+0.52,-0.86,0.097445677
+0.91,+0.31,-0.83,0.158403229
+0.71,+0.23,-0.57,0.048961823
+0.22,+0.10,-0.09,0.085702761
-0.10,-0.06,+0.20,0.097664271
-0.49,+0.01,+0.59,0.140682239
-0.74,+0.03,+0.87,0.064408177
-0.81,-0.05,+0.90,0.129094844
-0.74,-0.02,+0.82,0.061369635
-0.48,+0.01,+0.53,0.146317865
-0.01,-0.01,+0.12,0.084771718
+0.51,+0.06,-0.37,0.117499792
+0.80,+0.22,-0.72,0.081068125
+0.92,+0.18,-0.87,0.101152083
+0.82,+0.17,-0.80,0.140352032
+0.67,+0.18,-0.61,0.090358229
+0.45,+0.09,-0.43,0.063817969
+0.15,-0.05,-0.06,0.184736302
