+0.25,+0.03,+1.23
+0.48,+0.03,+1.39
+0.81,+0.03,+1.03
+0.36,+0.03,+0.89
+0.23,+0.03,+1.98
+0.55,+0.03,+0.77
+0.14,+0.03,+1.03
+0.36,+0.03,+0.75
-0.06,+0.02,+1.17
+0.20,+0.03,+1.66
+0.47,+0.03,+0.83
+0.30,+0.03,+1.78
+0.62,+0.03,+1.28
+0.47,+0.03,+1.02
+0.36,+0.03,+1.45
+0.59,+0.03,+0.94
+0.20,+0.03,+0.95
+0.44,+0.03,+1.50
+0.34,+0.03,+0.69
+0.31,+0.03,+1.44
+0.44,+0.03,+1.30
+0.38,+0.03,+0.91
+0.27,+0.03,+1.67
+0.47,+0.03,+0.77
+0.20,+0.03,+1.09
+0.34,+0.03,+1.64
+0.47,+0.03,+0.52
+0.17,+0.03,+1.19
