+0.23,+0.03,+1.34
+0.39,+0.03,+1.25
+1.05,+0.03,+1.25
+0.77,+0.03,+1.48
-0.22,+0.02,+1.34
+0.64,+0.03,+1.06
-0.17,+0.02,+1.28
+0.80,+0.03,+1.89
+1.33,+0.03,+1.42
+0.02,+0.03,+1.09
+0.41,+0.03,+1.80
+1.09,+0.03,+1.20
+0.12,+0.03,+1.36
+0.75,+0.03,-1.95
+1.09,+0.03,+1.58
+0.11,+0.03,+1.20
+0.42,+0.03,+1.97
+1.02,+0.03,+1.53
+0.08,+0.03,+1.12
+0.42,+0.03,+2.00
+0.86,+0.03,+1.59
-0.08,+0.02,+1.12
+0.23,+0.03,+1.89
+0.64,+0.03,+1.27
-0.14,+0.02,+1.28
+0.22,+0.03,+1.59
+0.88,+0.03,+1.27
-0.06,+0.02,+1.08
+0.12,+0.03,+1.75
+1.14,+0.03,+1.45
+0.36,+0.03,+1.23
+0.11,+0.03,+1.72
