+0.09,+0.03,+1.33
+0.30,+0.03,+1.38
+0.61,+0.03,+1.27
+0.45,+0.03,+0.92
+0.28,+0.03,+1.39
+0.55,+0.03,+0.66
+0.20,+0.03,+0.84
+0.12,+0.03,+1.58
+0.45,+0.03,+1.03
+0.19,+0.03,+1.22
+0.41,+0.03,+1.34
+0.47,+0.03,+0.95
+0.08,+0.03,+1.34
+0.36,+0.03,+1.34
+0.27,+0.03,+0.84
-0.02,+0.02,+1.83
+0.44,+0.03,+1.11
+0.19,+0.03,+0.97
+0.19,+0.03,+1.69
+0.59,+0.03,+0.94
+0.16,+0.03,+1.56
+0.58,+0.03,+1.11
+0.00,+0.03,+1.27
+0.30,+0.03,+1.33
+0.48,+0.03,+0.86
+0.22,+0.03,+1.17
+0.58,+0.03,+1.34
+0.58,+0.03,+1.14
+0.23,+0.03,+1.31
+0.39,+0.03,+1.36
