-0.77,+0.02,+1.53
-0.81,+0.02,+1.61
-0.45,+0.02,+1.77
-0.17,+0.02,+1.53
-0.55,+0.02,+1.34
-0.61,+0.02,+1.44
-0.28,+0.02,+1.05
-0.48,+0.02,+1.19
-0.78,+0.02,+1.56
-0.20,+0.02,+1.34
-0.47,+0.02,+1.23
-0.84,+0.02,+1.69
-0.48,+0.02,+1.50
-0.34,+0.02,+1.53
-0.50,+0.02,+1.31
-0.12,+0.02,+1.38
-0.75,+0.02,+1.56
-0.77,+0.02,+1.59
-0.30,+0.02,+1.42
-0.56,+0.02,+1.45
-0.67,+0.02,+1.38
-0.03,+0.02,+1.19
-0.05,+0.02,+1.41
-0.62,+0.02,+1.69
-0.48,+0.02,+1.52
-0.25,+0.02,+1.42
-0.70,+0.02,+1.47
-0.41,+0.02,+1.28
+0.09,+0.03,+1.59
-0.44,+0.02,+1.39
-0.59,+0.02,+1.94
-0.05,+0.02,+1.28
-0.17,+0.02,+1.23
-0.52,+0.02,+1.84
-0.62,+0.02,+1.30
