-0.61,+0.02,+1.23
-0.64,+0.02,+1.25
-0.50,+0.02,+1.39
-0.36,+0.02,+1.20
-0.80,+0.02,+1.17
-0.67,+0.02,+1.09
-0.80,+0.02,+1.31
-0.67,+0.02,+1.27
-0.59,+0.02,+1.14
-0.91,+0.02,+1.36
-0.52,+0.02,+1.20
-0.52,+0.02,+1.06
-0.67,+0.02,+1.28
-0.42,+0.02,+1.03
-0.66,+0.02,+1.08
-0.75,+0.02,+1.31
-0.56,+0.02,+1.14
-0.70,+0.02,+1.30
-0.53,+0.02,+1.16
-0.59,+0.02,+1.11
-0.64,+0.02,+1.31
-0.42,+0.02,+1.09
-0.53,+0.02,+1.19
-0.55,+0.02,+1.33
-0.42,+0.02,+1.16
-0.59,+0.02,+1.23
-0.58,+0.02,+1.28
-0.44,+0.02,+0.91
-0.61,+0.02,+1.23
