-0.86,+0.02,+1.38
-0.72,+0.02,+1.44
-0.31,+0.02,+1.25
-0.09,+0.02,+1.17
-0.36,+0.02,+1.12
-0.36,+0.02,+1.11
-0.16,+0.02,+0.92
-0.52,+0.02,+1.38
-0.44,+0.02,+1.36
-0.36,+0.02,+1.05
-0.59,+0.02,+1.02
-0.36,+0.02,+0.84
-0.30,+0.02,+0.92
-0.52,+0.02,+1.27
-0.47,+0.02,+1.17
-0.34,+0.02,+1.03
-0.59,+0.02,+1.25
-0.34,+0.02,+1.02
-0.34,+0.02,+1.00
-0.52,+0.02,+1.27
-0.45,+0.02,+1.12
-0.59,+0.02,+1.08
-0.44,+0.02,+1.05
-0.55,+0.02,+0.95
-0.59,+0.02,+1.23
-0.52,+0.02,+0.94
-0.61,+0.02,+1.22
-0.38,+0.02,+1.20
-0.31,+0.02,+1.06
-0.53,+0.02,+1.17
