-1.84,+0.02,+0.72
-1.61,+0.02,+0.64
-1.59,+0.02,+0.67
-1.45,+0.02,+0.89
-1.23,+0.02,+0.86
-0.88,+0.02,+0.64
-0.36,+0.02,+0.98
-0.41,+0.02,+0.84
-0.97,+0.02,+1.00
-0.77,+0.02,+0.91
-0.27,+0.02,+0.72
-0.72,+0.02,+1.17
-0.58,+0.02,+0.92
-0.19,+0.02,+1.11
-0.83,+0.02,+1.00
-0.89,+0.02,+0.95
-0.77,+0.02,+0.83
-0.72,+0.02,+0.91
-0.59,+0.02,+0.75
-0.64,+0.02,+0.80
-0.88,+0.02,+0.69
-1.03,+0.02,+0.67
-1.30,+0.02,+0.66
-1.44,+0.02,+0.62
-1.61,+0.02,+0.69
-1.78,+0.02,+0.72
-1.88,+0.02,+0.77
-1.80,+0.02,+0.77
-1.91,+0.02,+0.88
-1.80,+0.02,+0.72
-1.78,+0.02,+0.77
-1.88,+0.02,+0.77
-1.88,+0.02,+0.75
-1.77,+0.02,+0.75
-1.83,+0.02,+0.70
-1.80,+0.02,+0.81
