-0.20,+0.02,+1.50
+0.23,+0.03,+1.61
+0.92,+0.03,+1.16
-0.05,+0.02,+1.11
-0.56,+0.02,+1.59
+0.34,+0.03,+1.20
+0.00,+0.03,+1.03
-0.58,+0.02,+1.70
+0.36,+0.03,+1.36
+0.62,+0.03,+1.30
-0.44,+0.02,+1.41
+0.14,+0.03,+1.81
+0.55,+0.03,+1.34
-0.59,+0.02,+1.36
+0.00,+0.03,+1.94
+0.50,+0.03,+1.39
-0.28,+0.02,+1.34
-0.34,+0.02,+1.89
+0.42,+0.03,+1.22
-0.14,+0.02,+1.36
-0.55,+0.02,+1.39
+0.28,+0.03,+1.39
+0.16,+0.03,+1.48
-0.50,+0.02,+1.72
+0.73,+0.03,+1.41
-0.27,+0.02,+1.23
-0.11,+0.02,-1.91
+0.69,+0.03,+1.36
+0.12,+0.03,+1.34
-0.20,+0.02,+1.72
+0.84,+0.03,+1.38
+0.77,+0.03,+1.75
-0.22,+0.02,+1.14
