-0.52,+0.02,+1.61
-0.16,+0.02,+1.97
+0.45,+0.03,+1.67
-0.19,+0.02,+1.09
-0.42,+0.02,+1.97
+0.25,+0.03,+1.61
+0.08,+0.03,+1.58
-0.48,+0.02,-1.98
-0.11,+0.02,+1.67
+0.16,+0.03,+1.56
-0.55,+0.02,+1.88
-0.25,+0.02,-1.89
+0.25,+0.03,+1.70
-0.42,+0.02,+1.67
-0.28,+0.02,-1.67
+0.27,+0.03,+1.62
-0.06,+0.02,+1.72
-0.27,+0.02,-1.58
+0.06,+0.03,+1.66
-0.09,+0.02,+1.58
-0.48,+0.02,-1.92
-0.06,+0.02,+1.92
+0.14,+0.03,+1.61
-0.27,+0.02,-1.81
+0.03,+0.03,+1.58
-0.42,+0.02,+1.70
-0.14,+0.02,-1.59
+0.17,+0.03,+1.53
-0.16,+0.02,+1.55
-0.39,+0.02,-1.66
+0.02,+0.03,+1.84
+0.19,+0.03,+1.75
-0.50,+0.02,+1.86
-0.41,+0.02,+1.94
-0.25,+0.02,+1.70
