+0.14,+0.03,+1.50
+0.66,+0.03,+1.80
+0.84,+0.03,+1.83
+0.22,+0.03,+1.77
-0.23,+0.02,+1.86
+0.11,+0.03,+1.61
+0.52,+0.03,+1.59
-0.17,+0.02,+1.52
-0.36,+0.02,+1.56
+0.19,+0.03,+1.66
+0.20,+0.03,+1.64
-0.48,+0.02,+1.59
-0.38,+0.02,+1.42
+0.28,+0.03,+1.67
+0.25,+0.03,+1.47
-0.50,+0.02,+1.67
-0.16,+0.02,+1.47
+0.36,+0.03,+1.56
-0.31,+0.02,+1.50
-0.33,+0.02,+1.91
+0.39,+0.03,+1.50
+0.20,+0.03,+1.56
-0.39,+0.02,+1.61
+0.12,+0.03,+1.39
+0.56,+0.03,+1.48
-0.09,+0.02,+1.56
-0.19,+0.02,-1.97
+0.08,+0.03,+1.58
-0.55,+0.02,+1.70
-0.22,+0.02,+1.55
+0.38,+0.03,+1.45
-0.19,+0.02,+1.34
-0.52,+0.02,+1.75
