+0.05,+0.03,+1.45
+0.67,+0.03,+1.38
+1.05,+0.03,+1.03
-0.17,+0.02,+1.28
-0.22,+0.02,+1.53
+0.61,+0.03,+1.17
-0.09,+0.02,+1.17
-0.44,+0.02,+1.66
+0.45,+0.03,+1.05
+0.19,+0.03,+1.16
-0.44,+0.02,+1.77
+0.30,+0.03,+1.39
+0.34,+0.03,+1.44
-0.47,+0.02,+1.66
+0.30,+0.03,+1.55
+0.53,+0.03,+1.25
-0.52,+0.02,+1.42
+0.00,+0.03,+1.59
-0.47,+0.02,+1.42
-0.08,+0.02,+1.70
+0.73,+0.03,+1.08
-0.09,+0.02,+1.48
-0.22,+0.02,+1.77
+0.80,+0.03,+1.39
+0.09,+0.03,+1.48
-0.39,+0.02,+1.92
+0.45,+0.03,+1.52
+0.44,+0.03,+1.42
-0.56,+0.02,+1.38
+0.28,+0.03,+1.64
+0.69,+0.03,+1.34
-0.36,+0.02,+1.30
-0.41,+0.02,+1.62
