+0.16,+0.03,+0.89
+0.42,+0.03,+1.11
+0.83,+0.03,+1.02
+0.55,+0.03,+0.83
+0.31,+0.03,+1.81
+0.61,+0.03,+0.98
+0.28,+0.03,+0.95
+0.16,+0.03,+1.34
+0.58,+0.03,+0.72
+0.23,+0.03,+1.03
+0.31,+0.03,+1.44
+0.50,+0.03,+0.72
+0.16,+0.03,+1.34
+0.47,+0.03,+1.16
+0.59,+0.03,+0.69
+0.25,+0.03,+1.53
+0.52,+0.03,+1.00
+0.34,+0.03,+0.92
+0.34,+0.03,+1.73
+0.58,+0.03,+0.83
+0.25,+0.03,+1.14
+0.42,+0.03,+1.55
+0.56,+0.03,+0.86
+0.27,+0.03,+1.55
+0.53,+0.03,+1.23
+0.36,+0.03,+1.67
+0.67,+0.03,+0.91
+0.30,+0.03,+1.06
+0.19,+0.03,+1.53
