-0.80,+0.02,+1.30
-0.52,+0.02,+1.41
+0.64,+0.03,+1.03
+1.14,+0.03,+1.86
-0.05,+0.02,+1.08
-0.19,+0.02,+0.75
+0.88,+0.03,+0.81
+0.20,+0.03,+1.19
-0.34,+0.02,+1.45
+0.70,+0.03,+1.00
+0.59,+0.03,+0.95
-0.47,+0.02,+1.27
+0.44,+0.03,+0.88
+0.94,+0.03,+0.89
-0.09,+0.02,+1.22
+0.28,+0.03,+1.28
+1.16,+0.03,+0.88
+0.38,+0.03,+0.98
+0.94,+0.03,+0.95
+0.80,+0.03,+1.22
-0.19,+0.02,+1.59
+0.64,+0.03,+1.38
+0.84,+0.03,+1.38
-0.33,+0.02,+1.22
+0.22,+0.03,+1.22
+1.12,+0.03,+1.39
+0.19,+0.03,+1.25
+0.02,+0.03,+1.59
+1.14,+0.03,+1.11
+0.88,+0.03,+1.67
-0.22,+0.02,+1.06
+0.80,+0.03,+1.19
+1.42,+0.03,-1.92
+0.19,+0.03,+1.11
-0.22,+0.02,+1.42
