-0.12,+0.02,+1.83
-0.12,+0.02,+1.91
+0.12,+0.03,+1.94
-0.25,+0.02,+1.64
-0.22,+0.02,+1.62
+0.36,+0.03,+1.38
-0.20,+0.02,+1.23
-0.34,+0.02,-1.95
+0.00,+0.03,+1.83
-0.28,+0.02,+1.42
-0.59,+0.02,-1.86
+0.02,+0.03,+1.61
-0.16,+0.02,+1.34
-0.64,+0.02,+1.97
-0.11,+0.02,+1.84
-0.08,+0.02,+1.58
-0.62,+0.02,+1.92
-0.08,+0.02,-1.89
+0.09,+0.03,+1.56
-0.44,+0.02,+1.91
-0.19,+0.02,-1.97
+0.12,+0.03,+1.64
-0.47,+0.02,+1.62
-0.25,+0.02,-1.88
+0.05,+0.03,+1.47
-0.31,+0.02,+1.80
-0.17,+0.02,-1.81
+0.25,+0.03,+1.62
-0.33,+0.02,+1.66
-0.39,+0.02,-1.69
+0.11,+0.03,+1.77
-0.53,+0.02,-1.89
-0.39,+0.02,+1.58
