+0.41,+0.06,+1.02,0.097625733
+0.48,+0.05,+1.49,0.148529052
+0.07,-0.19,+0.36,0.097564698
-0.39,-0.06,-1.24,0.095306396
-0.55,+0.12,-2.46,0.100280762
-0.29,-0.80,-1.34,0.094085693
-0.05,+0.20,-0.10,0.098388672
+0.24,+0.03,+0.63,0.100250244
+0.66,-0.08,+1.64,0.097961426
+0.72,-0.05,+1.76,0.09387207
+0.59,-0.18,+0.95,0.100952149
+0.17,+0.01,-0.30,0.093597412
-0.29,+0.18,-1.21,0.149719237
-0.69,+0.21,-1.58,0.04562378
-0.45,+0.19,-1.01,0.100769043
-0.12,-0.06,-0.20,0.096679687
+0.07,-0.08,+0.13,0.096923828
+0.23,-0.05,+0.53,0.096374512
+0.51,-0.08,+1.06,0.148956299
+0.61,-0.21,+1.37,0.094085693
+0.51,-0.15,+1.12,0.101409912
+0.21,-0.15,+0.30,0.097839356
-0.16,+0.22,-0.64,0.121002197
-0.26,+0.09,-1.19,0.072784424
-0.31,+0.11,-1.11,0.103149414
-0.30,+0.02,-1.06,0.140960693
-0.25,+0.09,-0.80,0.069091797
-0.15,-0.12,-0.42,0.076599121
+0.05,+0.07,+0.01,0.104614258
+0.27,+0.11,+0.60,0.097656251
+0.70,-0.27,+1.86,0.115844726
+0.69,-0.39,+2.05,0.135314942
+0.52,-0.23,+1.17,0.033996582
+0.25,+0.11,+0.21,0.105224609
-0.09,+0.09,-0.44,0.138397217
-0.29,-0.05,-0.82,0.145843506
-0.48,+0.15,-1.14,0.049377441
-0.52,+0.08,-1.32,0.104278565
-0.46,+0.05,-1.52,0.095672607
-0.15,-0.09,-0.77,0.098602295
-0.09,-0.04,-0.18,0.096679687
+0.21,+0.12,+0.41,0.105621339
+0.61,+0.27,+1.29,0.084686279
+0.64,-0.20,+1.98,0.102630615
+0.38,-0.44,+1.71,0.098449707
+0.27,-0.32,+0.71,0.113677978
+0.05,+0.26,-0.37,0.177734375
-0.21,+0.17,-0.99,0.088775634
-0.47,+0.36,-1.47,0.023803711
-0.64,+0.68,-1.53,0.077423096
-0.29,+0.33,-1.20,0.104003906
-0.29,+0.01,-0.80,0.109588623
-0.12,-0.11,-0.17,0.12399292
+0.13,-0.06,+0.23,0.109497071
