+0.71,+0.28,+2.27,0.101257324
+0.24,-0.49,+1.43,0.143859863
-0.44,+0.06,-1.20,0.150146484
-0.95,+0.57,-2.75,0.041595459
+0.53,+0.04,+1.47,0.101165772
+0.67,-0.71,+2.26,0.09890747
-0.11,-0.20,-0.59,0.147094727
-1.22,-0.62,-2.98,0.044708252
+1.03,-0.08,+2.04,0.100524903
+0.19,-0.96,+1.37,0.095703124
-0.53,+0.83,-1.44,0.094177246
-0.34,+0.40,-2.01,0.101531983
+0.88,-0.74,+2.49,0.097747803
-0.25,-0.64,+0.26,0.145294189
-1.49,-0.05,-2.66,0.049041748
+1.20,+0.83,+1.99,0.09463501
-0.04,-1.40,+1.41,0.101165771
-0.93,+0.22,-2.21,0.108978272
+0.51,+1.56,+0.08,0.084869385
+0.50,-1.03,+2.43,0.104919433
-0.57,+0.16,-0.98,0.187896728
-0.68,-0.14,-2.52,0.046722412
+0.98,-0.21,+2.70,0.098022461
-0.22,-0.71,+0.15,0.099822998
-1.46,+0.04,-3.24,0.097930908
+1.67,+1.09,+2.32,0.10736084
+0.14,-1.05,+1.17,0.091156006
-1.23,-0.08,-2.48,0.090057373
+1.33,+2.10,+1.01,0.099945068
+0.28,-1.36,+2.13,0.09463501
-0.45,+0.07,-1.06,0.098876953
-0.28,+0.43,-1.63,0.099365235
+0.68,-0.98,+2.20,0.093627929
-0.12,-0.92,-0.23,0.128082276
-1.54,-0.53,-2.93,0.085357666
+1.30,+2.15,+1.96,0.100036621
+0.17,-1.05,+1.32,0.10345459
-0.82,+0.51,-1.90,0.12234497
+0.64,+0.94,-0.05,0.102996827
+0.63,-1.18,+2.17,0.089996337
-0.46,-0.20,-1.07,0.100006104
-0.92,+0.32,-2.52,0.096740723
+1.01,+0.36,+2.38,0.095520019
-0.26,-0.56,+0.47,0.09677124
-1.70,+0.07,-2.89,0.099273682
+1.41,+1.63,+1.87,0.09588623
+0.13,-1.21,+1.49,0.149841309
-0.91,+0.27,-1.84,0.045410156
+0.87,+1.11,+0.11,0.100860596
+0.70,-1.15,+2.52,0.094238281
-0.38,-0.65,-0.74,0.097564698
-1.50,+0.32,-2.97,0.100982666
+1.09,+0.63,+2.11,0.104461669
-0.12,-0.94,+0.56,0.089782715
-1.12,+0.43,-2.51,0.144165039
+1.14,+1.53,+1.90,0.100646973
+0.22,-1.33,+1.47,0.096313477
-0.72,+0.35,-2.04,0.097534179
+0.65,+1.24,-0.24,0.095458985
+0.36,-1.19,+2.41,0.101074218
-0.32,+0.13,-1.02,0.096282959
-0.74,+0.03,-2.54,0.096618653
+0.81,-0.29,+2.84,0.095825195
-0.05,-0.17,+0.36,0.097869873
-1.07,+0.16,-2.79,0.105407715
+1.07,+1.24,+1.63,0.088897705
+0.37,-1.04,+2.12,0.100860596
-0.11,-0.17,-0.49,0.098602295
-1.20,-0.24,-2.93,0.103424072
